イタクモ	0000003386-001	0000003387-001
イタクモカユクモナイ	0000003386-001
イタクモナイハラヲサグラレル	0000003387-001
イタクモナイ腹ヲ探ラレル	0000003387-001
イタクモ痒クモナイ	0000003386-001
イタゴイチマイシタハジゴク	0000003408-001
イタチ	0000003431-001
イタチノ	0000003431-001
イタチノサイゴッペ	0000003431-001
イタチノミチ	0000003432-001
イタニツク	0000003380-001
イタラヌ	0000003481-001
イタルトコロ	0000003482-001
イタレリ	0000003483-001
イタレリツクセリ	0000003483-001
イタレリ尽クセリ	0000003483-001
イチカバチカ	0000003494-001
イチカラジュウマデ	0000003495-001
イチギニオヨバズ	0000003528-001
イチゲンモッテコレヲオオウ	0000003541-001
イチゴンモナイ	0000003556-001
イチジガバンジ	0000003565-001
イチジツナサザレバイチジツクラワズ	0000003580-001
イチジツノチョウ	0000003581-001
イチジュノカゲイチガノナガレモタショウノエン	0000003585-001
イチドナラズ	0000003615-001
イチナンサッテマタイチナン	0000003624-001
イチニチ	0000081936-001
イチニチニ	0000081936-001
イチニヲアラソウ	0000003626-001
イチネンノケイハガンタンニアリ	0000003637-001
イチベツイライ	0000003672-001
イチマイカム	0000003679-001
イチミャクアイツウズル	0000003686-001
イチモクオク	0000003698-001
イチモニモナク	0000003496-001
イチュウノヒト	0000003720-001
イチヨウオチテテンカノアキヲシル	0000003723-001
イチヲキイテジュウヲシル	0000003497-001
イチヲナス	0000003501-001
イッカヲナス	0000003784-001
イッカンノオワリ	0000003804-001
イッキクノナミダ	0000003823-001
イッケンキョニホユレババンケンジツヲツタウ	0000003849-001
イッコクイチジョウノアルジ	0000003869-001
イッサイナラズ	0000003878-001
イッサツイレル	0000003886-001
イッシマトワズ	0000003900-001
イッシミダレズ	0000003899-001
イッシモマトワズ	0000003900-001
イッショウコウナリテバンコツカル	0000003938-001
イッショウニフスル	0000003940-001
イッショウヲカウ	0000003941-001
イッショニナル	0000003930-001
イッシヲムクイル	0000003896-001
イッスイノユメ	0000003957-001
イッスンサキハヤミ	0000003962-001
イッスンノコウインカロンズベカラズ	0000003963-001
イッスンノムシニモゴブノタマシイ	0000003964-001
イッセイヲフウビスル	0000003970-001
イッセキブツ	0000003980-001
イッセキモウケル	0000003981-001
イッセキヲトウジル	0000003977-001
イッセンヲカクスル	0000003991-001
イッセンヲコエル	0000003992-001
イッチュウヲユスル	0000004013-001
イットウチヲヌク	0000004056-001
イッパイクワス	0000004067-001
イッパイチニマミレル	0000004070-001
イッパンヲモッテゼンピョウヲボクス	0000004088-001
イッピノチカラヲカス	0000004091-001
イップクモル	0000004108-001
イツトハナク	0000003775-001
イツボウノアラソイ	0000004122-001
イツモ	0000076676-001
イツヤノラン	0000004142-001
イテ	0000044367-001
イトノキレタタコ	0000004169-001
イトヲヒク	0000004170-001
イナイ	0000076676-001
イナメナイ	0000004276-001
イナヤ	0000004242-001
イニカイスル	0000002553-001
イニカナウ	0000002554-001
イニシアチブ	0000004283-001
イニシアチブヲ	0000004283-001
イニシアチブヲトル	0000004283-001
イニシアチブヲ取ル	0000004283-001
イニソマナイ	0000002555-001
イニミタナイ	0000002556-001
イヌトサル	0000004297-001
イヌノトオボエ	0000004298-001
イヌモアルケバボウニアタル	0000004299-001
イヌモクワナイ	0000004300-001
イノチアッテノモノダネ	0000004338-001
イノチカラニバンメ	0000004339-001
イノチノオヤ	0000004340-001
イノチノセンタク	0000004341-001
イノチノツナ	0000004342-001
イノチヲオトス	0000004343-001
イノチヲカケル	0000004344-001
イノチヲケズル	0000004345-001
イノチヲナゲダス	0000004346-001
イノナカノカワズタイカイヲシラズ	0000002574-001
イノママ	0000002557-001
イハイヲケガス	0000004362-001
イハツヲツタウ	0000004371-001
イバラノミチ	0000004377-001
イヘンミタビタツ	0000004430-001
イマスコシ	0000004450-001
イマデコソ	0000004451-001
イマナイタカラスガモウワラッタ	0000004452-001
イマハムカシ	0000004453-001
イマヒトツ	0000004454-001
イマヤオソシト	0000004490-001
イマワノキワ	0000004493-001
イモネラレズ	0000002580-001
イモノニエタモゴゾンジナイ	0000004528-001
イモヲアラウヨウ	0000004529-001
イヤオウナシニ	0000004562-001
イヤガオウデモ	0000004556-001
イヤデモオウデモ	0000004557-001
イヤトイウホド	0000004553-001
イヤモオウモナイ	0000004558-001
イラズ	0000061660-001
イル	0000038187-001	0000046297-001
イレカワリタチカワリ	0000004697-001
イレル	0000074794-001
イロノシロイハシチナンカクス	0000004720-001
イロヲウシナウ	0000004721-001
イロヲタダス	0000004722-001
イロヲツケル	0000004723-001
イロヲナス	0000004724-001
イワクイイガタシ	0000004805-001
イワシノアタマモシンジンカラ	0000004812-001
イヲクム	0000002558-001
イヲケッスル	0000002559-001
イヲタイスル	0000002560-001
イヲタテル	0000002545-001
イヲツクス	0000002561-001
イヲツヨクスル	0000002562-001
イヲムカエル	0000002563-001
イヲモチイル	0000002564-001
イヲモッテイヲセイス	0000002523-001
インカントオカラズ	0000004907-001
インガヲフクメル	0000004894-001
インジュヲオビル	0000004970-001
インジュヲトク	0000004971-001
イントクアレバヨウホウアリ	0000005078-001
インドウヲワタス	0000005076-001
インニコモル	0000004864-001
インヲフム	0000004870-001
ウ	0000047574-001
ウイノオクヤマ	0000005180-001
ウエヲシタヘ	0000005233-001
ウエート	0000005240-001
ウエートヲ	0000005240-001
ウエートヲオク	0000005240-001
ウエートヲ置ク	0000005240-001
ウオトミズ	0000005279-001
ウカガイヲタテル	0000005310-001
ウカブセ	0000005327-001
ウキギノカメ	0000005353-001
ウキミヲヤツス	0000005379-001
ウキヨノカゼ	0000005382-001
ウキヨノチリ	0000005383-001
ウキヨノナサケ	0000005384-001
ウキヨノナミ	0000005385-001
ウケニイル	0000005409-001
ウゴウノシュウ	0000005454-001
ウゴキガトレナイ	0000005458-001
ウゴノタケノコ	0000005451-001
ウシニタイシテコトヲダンズ	0000005477-001
ウシニヒカレテゼンコウジマイリ	0000005478-001
ウシノアユミ	0000005479-001
ウシノヨダレ	0000005480-001
ウシハウシヅレウマハウマヅレ	0000005481-001
ウシロガミヲヒカレル	0000005525-001
ウシロヲミセル	0000005519-001
ウシヲウマニノリカエル	0000005482-001
ウジヨリソダチ	0000005488-001
ウスガミヲハグヨウ	0000005560-001
ウソカラデタマコト	0000005630-001
ウソデカタメル	0000005631-001
ウソモホウベン	0000005632-001
ウソヲツケ	0000005633-001
ウタ	0000007749-001
ウダツガアガラナイ	0000005688-001
ウチ	0000031292-001	0000051509-001	0000074368-001	0000074924-001
ウチニ	0000051509-001
ウッチャリ	0000005886-001
ウッチャリヲ	0000005886-001
ウッチャリヲクウ	0000005886-001
ウッチャリヲ食ウ	0000005886-001
ウッテ	0000005846-001
ウッテイチガントナル	0000005846-001
ウッテ一丸トナル	0000005846-001
ウツ	0000064729-001
ウツツヲヌカス	0000005889-001
ウツバリノチリヲウゴカス	0000005899-001
ウテバ	0000005847-001
ウテバヒビク	0000005847-001
ウテバ響ク	0000005847-001
ウデガアガル	0000005929-001
ウデガタツ	0000005930-001
ウデガナル	0000005931-001
ウデニオボエガアル	0000005932-001
ウデニミガキヲカケル	0000005933-001
ウデニヨリヲカケル	0000005934-001
ウデヲアゲル	0000005935-001
ウデヲコマヌク	0000005936-001
ウデヲコマネク	0000005936-001
ウデヲサスル	0000005937-001
ウデヲフルウ	0000005938-001
ウドノタイボク	0000005970-001
ウナギノネドコ	0000005987-001
ウノケデツイタホド	0000006015-001
ウノマネヲスルカラス	0000005172-001
ウノメタカノメ	0000005173-001
ウブゴエヲアゲル	0000006039-001
ウベシ	0000034351-001
ウマイ	0000019776-001
ウマイシルヲスウ	0000006055-001
ウマガアウ	0000006050-001
ウマニハノッテミヨヒトニハソウテミヨ	0000006051-001
ウマノセヲワケル	0000006074-001
ウマノミミニネンブツ	0000006052-001
ウマレモツカヌ	0000006088-001
ウマヲウシニノリカエル	0000006053-001
ウミニセンネンヤマニセンネン	0000006099-001
ウミノオヤヨリソダテノオヤ	0000006121-001
ウミノモノトモヤマノモノトモツカナイ	0000006100-001
ウムアイツウズル	0000006134-001
ウムヲイワセズ	0000006135-001
ウメニウグイス	0000006143-001
ウモレギニハナガサク	0000006168-001
ウユウニキス	0000006174-001
ウラニハウラガアル	0000006183-001
ウラノウラヲイク	0000006184-001
ウラミコツズイニテッス	0000006255-001
ウラミヲノム	0000006256-001
ウラミヲハラス	0000006257-001
ウラムラクハ	0000006268-001
ウラヲカエス	0000006185-001
ウラヲカク	0000006186-001
ウラヲトル	0000006187-001
ウリコトバニカイコトバ	0000006305-001
ウリノツルニナスビハナラヌ	0000006285-001
ウリフタツ	0000006286-001
ウロノオン	0000006387-001
ウワサヲスレバカゲガサス	0000006417-001
ウンデイノサ	0000006510-001
ウンノツキ	0000006462-001
エ	0000007584-001
エイガノユメ	0000006615-001
エタリカシコシ	0000006983-001
エタリヤオウ	0000006984-001
エツニイル	0000006998-001
エツボニイル	0000007040-001
エテニホヲアゲル	0000007045-001
エドノカタキヲナガサキデウツ	0000007056-001
エニカイタモチ	0000006550-001
エニカイタヨウ	0000006551-001
エニナル	0000006552-001
エノナイトコロニエヲスゲル	0000006557-001
エビデタイヲツル	0000007097-001
エラブトコロガナイ	0000007181-001
エリヲタダス	0000007187-001
エンオウノチギリ	0000007297-001
エンギデモナイ	0000007340-001
エンギヲイワウ	0000007341-001
エンギヲカツグ	0000007342-001
エンコウツキヲトル	0000007376-001
エンジャクイズクンゾコウコクノココロザシヲシランヤ	0000007401-001
エンソカワニノムモハラニミツルニスギズ	0000007464-001
エンナキシュジョウハドシガタシ	0000007276-001
エンノシタノチカラモチ	0000007545-001
エンハイナモノアジナモノ	0000007277-001
エンマクヲハル	0000007584-001
エンマクヲ張ル	0000007584-001
エンリョエシャクモナイ	0000007603-001
オイキニハナ	0000007653-001
オイテハ	0000007722-001
オイテハコニシタガエ	0000007722-001
オイテハ子ニ従エ	0000007722-001
オイノイッテツ	0000007634-001
オイノクリゴト	0000007635-001
オイノヒガミミ	0000007636-001
オウセツニイトマガナイ	0000007845-001
オウタ	0000007749-001
オウタコニオシエラレテアサセヲワタル	0000007749-001
オウタ子ニ	0000007749-001
オウタ子ニ教エラレテ浅瀬ヲ渡ル	0000007749-001
オオオトコソウミニチエガマワリカネ	0000007989-001
オオキナオセワ	0000008013-001
オオキナカオヲスル	0000008014-001
オオグチヲタタク	0000008026-001
オオサカノクイダオレ	0000008037-001
オオデヲフル	0000008095-001
オオナタヲフルウ	0000008132-001
オオブネニノッタヨウ	0000008175-001
オオブロシキヲヒロゲル	0000008179-001
オオミエヲキル	0000008208-001
オオムコウヲウナラセル	0000008221-001
オオメニミル	0000008226-001
オオヤケニスル	0000008241-001
オカブヲウバウ	0000008317-001
オカマヲオコス	0000008321-001
オク	0000005240-001
オクカニオクヲカス	0000008413-001
オクジョウオクヲカス	0000008424-001
オクバニモノガハサマッタヨウ	0000008449-001
オクビニモダサナイ	0000008451-001
オクビョウカゼニフカレル	0000008454-001
オクメンモナク	0000008461-001
オクレヲトル	0000008501-001
オゴレル	0000008551-001
オゴレルモノヒサシカラズ	0000008551-001
オゴレル者久シカラズ	0000008551-001
オサエガキク	0000008559-001
オサキボウヲカツグ	0000008573-001
オサキマックラ	0000008570-001
オサトガシレル	0000008580-001
オザガサメル	0000008556-001
オザシキガカカル	0000008576-001
オシ	0000008742-001
オシテ	0000008745-001
オシテシルベシ	0000008745-001
オシテ知ルベシ	0000008745-001
オシムラクハ	0000008699-001
オシモ	0000008742-001
オシモオサレモセヌ	0000008742-001
オシモ押サレモセヌ	0000008742-001
オジケヲフルウ	0000008648-001
オスナオスナ	0000008743-001
オソキニ	0000008767-001
オソキニシッスル	0000008767-001
オソキニ失スル	0000008767-001
オソレナガラ	0000008796-001
オタカクトマル	0000008816-001
オチャニスル	0000008878-001
オチャヲニゴス	0000008879-001
オチャヲヒク	0000008880-001
オチョコニナル	0000008895-001
オツリガクル	0000008951-001
オトガイガオチル	0000008985-001
オトガイヲタタク	0000008986-001
オトガイヲトク	0000008987-001
オトコガタツ	0000008996-001
オトコハドキョウオンナハアイキョウ	0000008997-001
オトトイオイデ	0000009060-001
オトニキク	0000008975-001
オナジアナノムジナ	0000009114-001
オナジカマノメシヲクウ	0000009115-001
オニガデルカジャガデルカ	0000009131-001
オニガワラウ	0000009132-001
オニニカナボウ	0000009133-001
オニノイヌマノセンタク	0000009134-001
オニノカクラン	0000009135-001
オニノクビヲトッタヨウ	0000009136-001
オニノネンブツ	0000009137-001
オニノメニモナミダ	0000009138-001
オニモジュウハチバンチャモデバナ	0000009139-001
オノズカラ	0000010634-001
オノレヲムナシュウスル	0000009176-001
オハウチカラス	0000009178-001
オハチガマワッテクル	0000009197-001
オヒャクドヲフム	0000009251-001
オヒレガツク	0000009259-001
オヒレヲツケル	0000009260-001
オビニミジカシタスキニナガシ	0000009212-001
オブラート	0000009296-001
オブラートニ	0000009296-001
オブラートニツツム	0000009296-001
オブラートニ包ム	0000009296-001
オボレルモノハワラヲモツカム	0000009345-001
オミコシヲアゲル	0000009378-001
オメガタカイ	0000009391-001
オメガネニカナウ	0000009400-001
オメニカカル	0000009392-001
オメニカケル	0000009393-001
オメニトマル	0000009394-001
オモイウチニアレバイロソトニアラワル	0000009416-001
オモイタツヒガキチジツ	0000009449-001
オモイナカバニスグ	0000009417-001
オモイモカケナイ	0000009418-001
オモイモヨラナイ	0000009419-001
オモイヲイタス	0000009420-001
オモイヲカケル	0000009421-001
オモイヲハラス	0000009422-001
オモウニマカセナイ	0000009475-001
オモウネンリキイワヲモトオス	0000009476-001
オモキヲオク	0000009490-001
オモキヲナス	0000009491-001
オモテダッテ	0000009528-001
オモテモフラズ	0000009511-001
オモテヲオカス	0000009512-001
オモテヲカザル	0000009509-001
オモニヲオロス	0000009540-001
オヤスクナイ	0000009603-001
オヤノココロコシラズ	0000009575-001
オヤノスネヲカジル	0000009576-001
オヤノヒカリハナナヒカリ	0000009577-001
オヤハナクトモコハソダツ	0000009578-001
オヤブネニノッタヨウ	0000009613-001
オヨバナイ	0000009637-001
オヨビデナイ	0000009631-001
オリアシク	0000009648-001
オリニフレ	0000009649-001
オリニフレテ	0000009649-001
オリモアロウニ	0000009650-001
オリモオリ	0000009651-001
オリヨク	0000009652-001
オル	0000068657-001
オロカ	0000026193-001
オワリヲマットウスル	0000009767-001
オヲトチュウニヒク	0000007619-001
オヲヒク	0000007620-001
オンドヲトル	0000009887-001
オンナサンニンヨレバカシマシイ	0000009899-001
オンニキセル	0000009776-001
オンニキル	0000009777-001
オンブ	0000009944-001
オンブニ	0000009944-001
オンブニダッコ	0000009944-001
オンブニ抱ッコ	0000009944-001
オンヲアダデカエス	0000009778-001
オンヲウル	0000009779-001
オ世話	0000008013-001
オ出デ	0000009060-001
オ安ク	0000009603-001
オ安クナイ	0000009603-001
オ高ク	0000008816-001
オ高クトマル	0000008816-001
カイイヌニテヲカマレル	0000010223-001
カイケイノハジヲススグ	0000010350-001
カイシンノエミ	0000010523-001
カイジンニキスル	0000010530-001
カイトウランマヲタツ	0000010731-001
カイヨリハジメヨ	0000010183-001
カエラヌ	0000011011-001	0000011012-001
カエラヌタビ	0000011011-001
カエラヌヒトトナル	0000011012-001
カエラヌ人トナル	0000011012-001
カエラヌ旅	0000011011-001
カエリミテ	0000011001-001
カエリミテタヲイウ	0000011001-001
カエリミテ他ヲ言ウ	0000011001-001
カエルノコハカエル	0000011003-001
カエルノツラニミズ	0000011004-001
カオカラヒガデル	0000011029-001
カオガウレル	0000011024-001
カオガキク	0000011025-001
カオガソロウ	0000011026-001
カオガタツ	0000011027-001
カオガヒロイ	0000011028-001
カオニデル	0000011030-001
カオニドロヲヌル	0000011031-001
カオニモミジヲチラス	0000011032-001
カオヲアワセル	0000011033-001
カオヲカス	0000011034-001
カオヲタテル	0000011036-001
カオヲダス	0000011035-001
カオヲツナグ	0000011037-001
カオヲツブス	0000011038-001
カオヲナオス	0000011039-001
カカゲル	0000041656-001
カカラナイ	0000060227-001
カカル	0000011894-001	0000016792-001	0000067815-001
カカンノゲン	0000011174-001
カギュウカクジョウノアラソイ	0000011298-001
カギリ	0000011320-001	0000011321-001
カギリアルミチ	0000011317-001
カギリアルヨ	0000011318-001
カギリナキクライ	0000011320-001
カギリナキヒト	0000011321-001
カギリナキ人	0000011321-001
カギリナキ位	0000011320-001
カク	0000000716-001	0000006186-001	0000060235-001	0000069804-001
カクセイノカン	0000011519-001
カクレモナイ	0000011677-001
カケル	0000001414-001	0000005933-001	0000005934-001	0000075296-001
カゲガウスイ	0000011704-001
カゲガサス	0000011705-001
カゲデイトヲヒク	0000011701-001
カゲニナリヒナタニナリ	0000011702-001
カゲノカタチニソウヨウ	0000011706-001
カゲモカタチモナイ	0000011707-001
カゲヲオトス	0000011708-001
カゲヲヒソメル	0000011709-001
カゴノトリ	0000011835-001
カササギノハシ	0000011932-001
カサニカカル	0000011894-001
カサニキル	0000011890-001
カサノダイガトブ	0000011891-001
カザアナヲアケル	0000011901-001
カザカミニオケナイ	0000011918-001
カザカミニモオケナイ	0000011918-001
カシゲル	0000025243-001
カショノクニニアソブ	0000012177-001
カショバンキンニアタル	0000012131-001
カシラニシモヲオク	0000012180-001
カシラヲオロス	0000012181-001
カジヲキル	0000012005-001
カジヲトル	0000012006-001
カスミヲクウ	0000012264-001
カズナラヌ	0000012220-001
カズヲコナス	0000012221-001
カセイハトラヨリモタケシ	0000012319-001
カセイヲマツ	0000012314-001
カセグニオイツクビンボウナシ	0000012336-001
カゼカオル	0000012292-001
カゼガフケバオケヤガモウカル	0000012293-001
カゼニクシケズリアメニカミアラウ	0000012294-001
カゼノカミ	0000012295-001
カゼノコ	0000012296-001
カゼノタヨリ	0000012297-001
カゼノフキマワシ	0000012298-001
カゼヒカル	0000012299-001
カゼヲキル	0000012300-001
カゼヲクラウ	0000012301-001
カタアシヲツッコム	0000012439-001
カタズヲノム	0000012524-001
カタデイキヲスル	0000012419-001
カタデカゼヲキル	0000012420-001
