aurora australis	0000001955
Australasia	0000001967
rat-a-tat-tat	0000026640
British Broadcasting Corporation	0000003877
balance beam	0000002253
baby carriage	0000002111
banana republic	0000002317
bank balance	0000002353
sabbatical	0000028277
bed and breakfast	0000002666
bargain basement	0000002411
Ali Baba	0000000769
barbarian	0000002383
Barbara	0000002382
ambulance chaser	0000000949
Buckingham Palace	0000004011
Bactrian camel	0000002200
acrobatically	0000000274-001
radiocarbon dating	0000026466
machine-readable	0000019462
satellite broadcasting	0000028551
botanical garden	0000003588
candelabra	0000004481
broadcasting station	0000003897
ball and chain	0000002274
barracuda	0000002447
America the Beautiful	0000000975
money-back guarantee	0000020924
Chesapeake Bay	0000005274
continental breakfast	0000006779
baggage reclaim	0000002222
ascertainable	0000001677
American football	0000000966
baggage claim	0000002221
baggage car	0000002220
garbage can	0000013296
balsamic vinegar	0000002304
alphabetically	0000000871-001
alphabetical	0000000871
unapproachable	0000034619
approachable	0000001420
antibacterial	0000001243
cable railway	0000004304
Arabic numeral	0000001475
association football	0000001767
autobiographical	0000001993
calabash	0000004348
canalboat	0000004468
be-all and end-all	0000002604
standard-bearer	0000031387
United Arab Emirates	0000035000
Bosnia and Herzegovina	0000003575
Star-Spangled Banner	0000031432
hand baggage	0000014650
garbage disposal	0000013298
modal auxiliary verb	0000020831
adaptable	0000000313
database	0000007908
animal husbandry	0000001136
adaptability	0000000312
Islamabad	0000017461
data bank	0000007907
salad bar	0000028385
ambassador	0000000932
bandana	0000002323
bandanna	0000002323
wastepaper basket	0000036188
batting average	0000002552
marriageable	0000019860
marriage bureau	0000019861
manageable	0000019681
unmanageable	0000035051
Napoleon Bonaparte	0000021487
fava bean	0000011680
plea bargaining	0000024681
garbageman	0000013299
bougainvillaea	0000003607
plea-bargain	0000024680
Phi Beta Kappa	0000024226
Roman alphabet	0000027970
prima ballerina	0000025541
Balkan Peninsula	0000002269
unassailable	0000034624
unavailable	0000034631
available	0000002027
unattainable	0000034627
attainable	0000001875
aurora borealis	0000001956
Balkan States	0000002270
koala bear	0000018133
breakaway	0000003765
parallel bars	0000023478
unpalatable	0000035084
translatable	0000034052
palatable	0000023309
alabaster	0000000717
agoraphobia	0000000615
autograph album	0000001999
burglar alarm	0000004151
rutabaga	0000028254
Alhambra	0000000767
Abraham	0000000080
Bahamas	0000002231
availability	0000002026
Albania	0000000733
banana split	0000002318
Arabian	0000001472
Arabia	0000001471
parabola	0000023456
banana	0000002316
bazaar	0000002579
landscape architect	0000018286
chartered accountant	0000005175
uncharacteristically	0000034671-001
characteristically	0000005143
character actor	0000005140
Antarctic Ocean	0000001213
cha-cha-cha	0000005061
Pacific Standard Time	0000023233
denial of service attack	0000008369
academic year	0000000144
academician	0000000143
academically	0000000142
cavalcade	0000004903
card catalog	0000004635
cash-and-carry	0000004767
cardiovascular	0000004647
graphical user interface	0000014096
marriage certificate	0000019862
magnetic resonance imaging	0000019537
caesarean section	0000004329
clearance sale	0000005698
care package	0000004664
catchment area	0000004837
attache case	0000001868
Central American	0000005001
Central America	0000005000
aircraft carrier	0000000659
Young Womens Christian Association	0000037293
Young Mens Christian Association	0000037291
archaeological	0000001496
characterization	0000005144
pharmaceuticals	0000024208
pharmaceutical	0000024207
occupational therapy	0000022355
incapacitate	0000016390
Atlantic Ocean	0000001840
acquaintance	0000000258
psychoanalytical	0000025967
acacia	0000000139
acclimatization	0000000180
capillary action	0000004565
sarcastically	0000028523-001
acclamation	0000000177
Caucasus Mountains	0000004884
Antarctica	0000001210
Caucasian	0000004882
Caucasia	0000004881
Malacca	0000019614
cataract	0000004828
identification parade	0000016035
landscape gardening	0000018287
Central Standard Time	0000005014
cloak-and-dagger	0000005778
automated-teller machine	0000002005
United States of America	0000035004
amusement arcade	0000001032
marriage guidance	0000019863
Gregorian calendar	0000014231
package deal	0000023240
Madeira cake	0000019490
nuclear disarmament	0000022176
appointment calendar	0000001402
American dream	0000000964
camaraderie	0000004424
disappearance	0000008879
calendar year	0000004367
jack-of-all-trades	0000017540
package holiday	0000023241
digital camera	0000008742
magna cum laude	0000019525
American Indian	0000000967
paediatrician	0000023270	0000023827
Military Academy	0000020526
Adriatic Sea	0000000407
Julian calendar	0000017829
melodramatically	0000020216-001
academia	0000000140
tax avoidance	0000032872
lunar calendar	0000019362
solar calendar	0000030651
Royal Academy	0000028114
salad cream	0000028387
financial aid	0000011972
diagrammatic	0000008653
paradigmatic	0000023463
coastguardsman	0000005911
Scandinavian	0000028656
Scandinavia	0000028655
dramatically	0000009645
paradoxically	0000023468
Canary Islands	0000004473
paradoxical	0000023467
Canadian	0000004466
Arcadia	0000001491
macadam	0000019443
Canada	0000004465
anaconda	0000001041
panda car	0000023376
National Weather Service	0000021537
American League	0000000971
National Health Service	0000021521
operational research	0000022710
entrance examination	0000010707
reappearance	0000026777
surface area	0000032371
Romance languages	0000027975
extravagance	0000011358
East China Sea	0000010046
Native American	0000021541
Renaissance woman	0000027289
Renaissance man	0000027289
local area network	0000019031
appearance	0000001364
caesarean	0000004329
tartare sauce	0000032826
affirmative action	0000000505
Great Wall of China	0000014182
artificial insemination	0000001648
artificial respiration	0000001652
financial year	0000011974
cafe au lait	0000004331
Afro-American	0000000540
Associate of Arts	0000001764
teaching assistant	0000032917
megalomaniac	0000020195
Anglo-American	0000001122
sales campaign	0000028398
carriageway	0000004717
physical examination	0000024321
Machiavellian	0000019457
mathematician	0000019988
Spanish-American	0000030910
Spanish America	0000030909
mathematically	0000019987-001
mathematical	0000019987
pharmacopoeia	0000024211
pharmacopeia	0000024211
heart attack	0000014983
avalanche	0000002028
search warrant	0000028954
Americanization	0000000969
Latin-American	0000018379
Latin America	0000018378
National Insurance	0000021523
exclamation mark	0000011137
all-American	0000000789
American plan	0000000972
aeronautical	0000000472
quality assurance	0000026270
Central Asia	0000005002
pan-American	0000023371
Americana	0000000963
American Way	0000000974
Caspian Sea	0000004786
caravan site	0000004605
a cappella	0000000147
sacramental	0000028296
Canaveral	0000004474
a la carte	0000000718
cameraman	0000004438
panacea	0000023365
restaurant car	0000027514
tartar sauce	0000032826
lingua franca	0000018886
antiaircraft	0000001242
fantastically	0000011580-001
fantastical	0000011581
fanatical	0000011560
antagonistically	0000001207-001
capital gains	0000004568
grammatically	0000014041
ungrammatical	0000034926
grammatical	0000014040
Nicaragua	0000021830
scalawag	0000028632
human capital	0000015784
matriarchal	0000019994
patriarchal	0000023701
Kamchatka	0000017906
charlatan	0000005161
capitalization	0000004574
automatic transmission	0000002009
Jamaica	0000017562
Jamaican	0000017563
pack animal	0000023243
analytically	0000001057-001
automatically	0000002007
analytical	0000001057
maniacal	0000019718
anatomical	0000001064
transatlantic	0000034014
Catalonia	0000004821
almanac	0000000855
cavalryman	0000004906
Santa Claus	0000028509
Catalan	0000004818
alpaca	0000000868
mascara	0000019901
Canaan	0000004464
caravan	0000004604
cantata	0000004534
caraway	0000004606
cassava	0000004787
castaway	0000004795
value-added tax	0000035509
disadvantaged	0000008870
standard deviation	0000031388
sexually transmitted disease	0000029422
elevated railroad	0000010332
Eastern Standard Time	0000010060
disadvantageous	0000008871
disadvantage	0000008869
advantaged	0000000426
Mountain Standard Time	0000021181
diamond anniversary	0000008668
hard-and-fast	0000014739
audiovisual aids	0000001926
standardization	0000031389
standard lamp	0000031391
salad days	0000028388
general headquarters	0000013446
earned run average	0000010014
Mediterranean Sea	0000020174
John F Kennedy International Airport	0000017741
grade point average	0000014013
Kennedy International Airport	0000017950
international date line	0000017160
elevated railway	0000010333
International Monetary Fund	0000017165
reading material	0000026732
Neanderthal man	0000021606
Saint Valentines Day	0000028376
dramatis personae	0000009647
Sierra Nevada	0000029856
disaster area	0000008895
time and a half	0000033543
guardian angel	0000014382
granulated sugar	0000014085
mandarin orange	0000019689
advantageously	0000000427-001
advantageous	0000000427
avant-garde	0000002029
advantage	0000000425
death warrant	0000008014
denationalization	0000008366
Aleutian Islands	0000000755
quadrilateral	0000026252
rear admiral	0000026782
Alexandria	0000000758
adversarial	0000000435
marmalade	0000019849
salamander	0000028391
Adams apple	0000000310
half-and-half	0000014583
Faraday	0000011586
Inauguration Day	0000016370
salivary glands	0000028415
National Guard	0000021520
Good Samaritan	0000013930
giant panda	0000013596
mammary gland	0000019671
da Gama	0000007804
propaganda	0000025797
haphazardly	0000014722-001
haphazard	0000014722
national holiday	0000021522
Marshall Islands	0000019872
maladministration	0000019618
railroad station	0000026514
dramatization	0000009649
All Saints Day	0000000840
Dalmatian	0000007823
adaptation	0000000314
Djakarta	0000009281
la-la land	0000018238
adamantly	0000000308-001
San Salvador	0000028506
Amanda	0000000919
Ramadan	0000026548
adamant	0000000308
armada	0000001564
radar trap	0000026446
real estate agent	0000026748
Aegean Sea	0000000459
Shakespearean	0000029448
European Parliament	0000011002
Japanese lantern	0000017586
parental leave	0000023520
garage sale	0000013293
stage manager	0000031337
stage-manage	0000031336
National League	0000021530
Papua New Guinea	0000023449
septuagenarian	0000029308
sexagenarian	0000029401
Vienna sausage	0000035772
Great Salt Lake	0000014180
sausage meat	0000028588
Shakespearian	0000029448
anaesthesia	0000001044	0000001096
sexual harassment	0000029418
international relations	0000017167
Amnesty International	0000000995
penalty area	0000023880
false alarm	0000011526
parking garage	0000023543
aggravate	0000000584
egalitarianism	0000010201
egalitarian	0000010200
parallel parking	0000023481
megalomania	0000020194
managerial	0000019684
tailgate party	0000032699
nonagenarian	0000021973
starvation wages	0000031449
parallelogram	0000023480
paralegal	0000023476
massage parlor	0000019926
Guatemala	0000014388
extravagantly	0000011359-001
persona non grata	0000024115
Pangaea	0000023390
extravagant	0000011359
passageway	0000023623
gray area	0000014149
national anthem	0000021517
aromatherapist	0000001592
euthanasia	0000011009
Southeast Asia	0000030833
anathema	0000001063
aromatherapy	0000001593
paraphrase	0000023497
internationalization	0000017162
materialization	0000019976
Malay Peninsula	0000019629
parliamentary	0000023556
extramarital	0000011349
raw material	0000026687
personal assistant	0000024102
reappraisal	0000026778
anaemia	0000001042	0000001093
aquamarine	0000001457
Ave Maria	0000002034
assassinate	0000001729
takeaway	0000032715
alma mater	0000000854
antenatal	0000001224
azalea	0000002093
tearaway	0000032937
paraffin wax	0000023470
alfalfa	0000000759
Afghanistan	0000000520
national flag	0000021519
Trafalgar	0000033961
inflationary spiral	0000016736
anti-inflammatory	0000001260
Afrikaans	0000000537
safari park	0000028320
fantasia	0000011578
faraway	0000011587
aggravating	0000000585
aggravation	0000000586
gargantuan	0000013312
Ghanaian	0000013579
straightaway	0000031790
paragraph	0000023473
Agatha	0000000563
organizational	0000022829
gravitational	0000014143
parasailing	0000023500
grammarian	0000014038
margarita	0000019799
Niagara	0000021825
agrarian	0000000617
amalgam	0000000916
natural gas	0000021546
lasagna	0000018335
anagram	0000001045
pampas grass	0000023357
asparagus	0000001708
Paraguay	0000023474
Rosh Hashanah	0000028043
Rosh Hashana	0000028043
humanitarianism	0000015792
authoritarianism	0000001981
humanitarian	0000015791
authoritarian	0000001980
Hawaiian	0000014878
Himalayan	0000015313
Himalayas	0000015314
Taj Mahal	0000032713
Kazakhstan	0000017929
astrakhan	0000001797
mahatma	0000019554
Manhattan	0000019712
savannah	0000028592
Havana	0000014863
Sahara	0000028353
totalitarianism	0000033850
nationalization	0000021528
rationalization	0000026657
sanitary napkin	0000028500
Altai Mountains	0000000882
paramilitary	0000023490
naturalization	0000021552
aspirational	0000001720
railway station	0000026516
totalitarian	0000033849
Mauritania	0000020030
assassination	0000001730
antiquarian	0000001270
marijuana	0000019811
national park	0000021533
malarial	0000019623
martial law	0000019883
palatial	0000023311
mammalian	0000019670
Salvation Army	0000028441
party animal	0000023613
Malaysian	0000019631
malaria	0000019622
martial art	0000019882
marital status	0000019822
Malaysia	0000019630
transplantation	0000034071
supranational	0000032354
Australian	0000001970
assailant	0000001727
Alsatian	0000000878
appraisal	0000001407
Australia	0000001969
Amazonian	0000000931
Samaritan	0000028447
Tasmania	0000032833
Tanzania	0000032783
paranoia	0000023492
paparazzi	0000023424
Jakarta	0000017557
Java man	0000017603
pajamas	0000023303
Alaskan	0000000731
Alaska	0000000730
walkaway	0000036051
Arkansan	0000001559
Ankara	0000001150
Arkansas	0000001560
Kwanzaa	0000018158
paranormal	0000023494
salaryman	0000028395
salaam	0000028381
Malaya	0000019627
tarantula	0000032806
Atlanta	0000001838
layaway	0000018438
panorama	0000023399
panama	0000023367
Panama	0000023368
automata	0000002002
razzmatazz	0000026703
savanna	0000028592
Saran Wrap	0000028521
apparatus	0000001356
papaya	0000023425
rat-a-tat	0000026640
avatar	0000002032
baa	0000002101
backstabber	0000002174
backstabbing	0000002175
bric-a-brac	0000003817
back-to-back	0000002183
baby-faced	0000002112
sodium bicarbonate	0000030608
black-and-blue	0000003111
blackboard	0000003119
backboard	0000002135
scabbard	0000028627
beach umbrella	0000002594
substance abuse	0000032071
cabbage	0000004295
backbreaking	0000002137
beach ball	0000002590
bicarbonate	0000002924
Caribbean	0000004671
bareback	0000002401
rabbinical	0000026402
jack rabbit	0000017543
barbaric	0000002384
blackball	0000003114
black bass	0000003115
bed and board	0000002665
biodegradable	0000003025
bread-and-butter	0000003753
broadband	0000003892
breadbasket	0000003754
debatable	0000008021
broad bean	0000003893
aboveboard	0000000076
brass band	0000003727
absentee ballot	0000000098
breathable	0000003787
abbreviate	0000000023
unbreakable	0000034653
breakable	0000003763
unbearable	0000034638
unbeatable	0000034639
bearable	0000002614
flabbergast	0000012152
garbage bin	0000013296
ball bearing	0000002276
beanbag	0000002608
uninhabitable	0000034967
habitable	0000014519
bouillabaisse	0000003610
abbreviation	0000000024
abominable	0000000064
unobtainable	0000035074
obtainable	0000022336
attributable	0000001900
rabbit warren	0000026405
barbiturate	0000002395
basketball	0000002499
bankable	0000002351
beanball	0000002607
baseball	0000002474
unbearably	0000034638-001
grab bag	0000014003
Sabbath	0000028276
abominably	0000000064-001
Babylonian	0000002117
Babylonia	0000002116
barbarism	0000002385
barbarity	0000002386
baby talk	0000002121
barbarously	0000002387-001
barbarous	0000002387
certified public accountant	0000005045
carbolic acid	0000004610
block and tackle	0000003240
intercontinental ballistic missile	0000017109
collective bargaining	0000006100
garbage collector	0000013297
chamber orchestra	0000005096
carte blanche	0000004735
counterbalance	0000007145	0000007146
unacceptable	0000034597
acceptable	0000000159
cranberry sauce	0000007303
case-by-case	0000004757
beach chair	0000002591
backache	0000002131
impracticable	0000016289
public assistance	0000025998
acceptability	0000000158
incalculable	0000016385
practicable	0000025244
bureaucratic	0000004146
backpacker	0000002160
backspace	0000002172
calculable	0000004355
unaccountable	0000034599
accountable	0000000201
unacceptably	0000034597-001
acceptably	0000000159-001
cable car	0000004303
bureaucracy	0000004144
backpacking	0000002161
black magic	0000003131
hatchback	0000014836
backchat	0000002138
cannibalistic	0000004512
practicability	0000025243
accountability	0000000200
block capitals	0000003242
cabin class	0000004298
practicably	0000025244-001
acrobatics	0000000275
acrobatic	0000000274
blackjack	0000003129
backpack	0000002159
backtrack	0000002184
coal-black	0000005892
bank account	0000002352
unaccountably	0000034600
catacomb	0000004817
Creutzfeldt-Jakob disease	0000007397
bald-faced	0000002259
backhanded	0000002152
dance band	0000007849
boarding card	0000003358
sandwich board	0000028489
birthday card	0000003068
diamondback	0000008669
cardboard	0000004633
Federal Republic of Germany	0000011729
fast breeder reactor	0000011627
personal identification number	0000024106
interactive whiteboard	0000017092
Remembrance Sunday	0000027251
Remembrance Day	0000027251
prefabricated	0000025347
barefaced	0000002403
God Bless America	0000013824
beachhead	0000002593
detachable	0000008554
cathode-ray tube	0000004861
ineradicable	0000016657
backseat driver	0000002166
Liberal Democrats	0000018696
subordinate clause	0000032045
scatterbrained	0000028682
well-balanced	0000036405
second baseman	0000029001
superabundance	0000032274
blank cartridge	0000003161
break dancing	0000003766
black-and-white	0000003112
birthday cake	0000003067
chambermaid	0000005093
Shadow Cabinet	0000029435
blackhead	0000003126
Black Death	0000003121
across-the-board	0000000278
carbohydrate	0000004609
anabolic steroid	0000001038
imbalanced	0000016137
cardinal number	0000004641
elastic band	0000010252
radio beacon	0000026465
barricade	0000002456
abdicate	0000000027
backpedal	0000002162
backwardness	0000002186-001
backdate	0000002141
balanced	0000002254
unbalanced	0000034637
abstractedly	0000000121-001
card table	0000004649
barn dance	0000002435
abundance	0000000128
carbonated	0000004613
broadcaster	0000003895
abstracted	0000000121
marching band	0000019791
airing cupboard	0000000670
backward-looking	0000002187
ballroom dancing	0000002297
carbon dating	0000004616
broadcasting	0000003896
chalkboard	0000005085
backhand	0000002151
hardback	0000014740
watchband	0000036196
diabolical	0000008646
abdication	0000000028
laid-back	0000018230
bricks-and-mortar	0000003819
brick-and-mortar	0000003819
Cambodian	0000004427
Cambodia	0000004426
backwoodsman	0000002192
smack-dab	0000030347
bankcard	0000002355
backwards	0000002188
drawback	0000009663
backward	0000002186
backyard	0000002193
clapboard	0000005637
contraband	0000006801
candy bar	0000004495
cabstand	0000004309
broadcast	0000003894
interchangeable	0000017102
exchangeable	0000011122
rechargeable	0000026853
balance sheet	0000002255
irreplaceable	0000017425
black marketeer	0000003135
replaceable	0000027359
peaceable	0000023774
exacerbate	0000011079
work-life balance	0000037027
forbearance	0000012531
carpetbagger	0000004708
interchangeably	0000017102-001
breathing space	0000003793
changeable	0000005115
unchangeable	0000034668
chargeable	0000005150
angle bracket	0000001112
age-bracket	0000000566
unimpeachable	0000034962
irreproachable	0000017427
achievable	0000000233
reachable	0000026715
teachable	0000032910
antechamber	0000001220
beachwear	0000002595
ambivalence	0000000944
microwaveable	0000020433
inescapable	0000016661
appreciable	0000001409
exacerbation	0000011080
square bracket	0000031265
basket case	0000002500
overbalance	0000023037
tabernacle	0000032638
peaceably	0000023774-001
retractable	0000027587
traceable	0000033918
abeyance	0000000040
British Commonwealth of Nations	0000003879
prefabrication	0000025348
fanciable	0000011563
fabricate	0000011419
breakfast cup	0000003771
flamboyance	0000012172
blast furnace	0000003174
about-face	0000000073
bargaining counter	0000002414
garbage truck	0000013300
changeability	0000005114
gas chamber	0000013334
algebraic	0000000763
carrier bag	0000004720
backstage	0000002176
blancmange	0000003155
humpback whale	0000015827
pinball machine	0000024455
chamberlain	0000005092
uncharitable	0000034672
alphabetic	0000000871
charitable	0000005158
crash barrier	0000007315
bathroom scale	0000002534
bachelor party	0000002127
watchable	0000036195
habeas corpus	0000014516
multiplication table	0000021301
inapplicable	0000016359
cannibalize	0000004513
beautician	0000002640
blackmailer	0000003133
problematical	0000025650
implacable	0000016249
collaborative	0000006079
applicable	0000001391
amicable	0000000980
imbalance	0000016136
companionable	0000006304
incomparable	0000016446
microwavable	0000020431
bicameral	0000002923
actionable	0000000283
incapable	0000016389
Republican Party	0000027409
inescapably	0000016661-001
intractable	0000017245
appreciably	0000001409-001
calibrate	0000004373
bacterial	0000002196
Baltic Sea	0000002306
ambiance	0000000935
anaerobic	0000001043
scatterbrain	0000028681
aerobatics	0000000466
bacteria	0000002195
Jacobean	0000017546
black market	0000003134
racketball	0000026435
clambake	0000005623
apartment block	0000001312
central bank	0000005003
Black Sea	0000003140
black tea	0000003143
paperback	0000023427
quarterback	0000026292
tax bracket	0000032873
backwater	0000002190
back seat	0000002165
collaborate	0000006077
racquetball	0000026441
ambulance	0000000948
comparable	0000006307
balance	0000002252
carbon neutral	0000004622
unbalance	0000034636
Barcelona	0000002396
barnacle	0000002434
car-boot sale	0000004625
capable	0000004551
crab apple	0000007269
tractable	0000033933
bear claw	0000002615
base camp	0000002475
macabre	0000019442
carbon paper	0000004623
Canberra	0000004475
boat race	0000003372
sauceboat	0000028578
space bar	0000030878
bureaucrat	0000004145
cabaret	0000004294
public affairs	0000025997
halfback	0000014584
flashback	0000012192
political football	0000024895
fabrication	0000011420
fallback	0000011515
bargaining chip	0000002414
biographical	0000003029
agoraphobic	0000000616
backslapping	0000002168
backgammon	0000002148
cohabitation	0000006025
claustrophobia	0000005676
charitably	0000005158-001
backlash	0000002155
backslash	0000002169
backwash	0000002189
bar chart	0000002397
syllabication	0000032568
cannibalism	0000004511
public transportation	0000026028
calibration	0000004374
capability	0000004550
basilica	0000002493
blackmail	0000003132
tailback	0000032694
backstairs	0000002177
implacably	0000016249-001
collaboration	0000006078
basically	0000002490
incomparably	0000016446-001
amicably	0000000980-001
cannibal	0000004510
botanical	0000003587
parabolic	0000023457
cannabis	0000004506
abstraction	0000000122
aquarobics	0000001460
Arabic	0000001474
taxicab	0000032882
aback	0000000010
back talk	0000002182
trackball	0000033926
playback	0000024652
black art	0000003113
cab rank	0000004308
snack bar	0000030440
payback	0000023749
barracks	0000002446
brass tacks	0000003731
cabal	0000004293
crystal ball	0000007575
collaborator	0000006080
labor camp	0000018182
comparably	0000006307-001
vocabulary	0000035910
capably	0000004552
Balzac	0000002309
noncombatant	0000021982
combatant	0000006176
abstract noun	0000000123
contrabass	0000006802
carbon tax	0000004624
acrobat	0000000273
Tabasco	0000032636
scarab	0000028665
abstract	0000000119	0000000120
abacus	0000000011
double standard	0000009527
bareheaded	0000002406
wedding breakfast	0000036347
one-armed bandit	0000022576
understandable	0000034804
departures board	0000008404
deadbeat	0000007969
Paddington Bear	0000023258
gallbladder	0000013235
saddlebag	0000028311
headband	0000014911
headboard	0000014912
daily bread	0000007808
brain-dead	0000003695
downloadable	0000009574
understandably	0000034805
paddleboat	0000023260
abandoned	0000000014
Baghdad	0000002225
draughtboard	0000009658
draining board	0000009639
drawing board	0000009668
dashboard	0000007903
Band-Aid	0000002322
drainboard	0000009637
bandstand	0000002330
substandard	0000032072
dartboard	0000007899
Federal Reserve Bank	0000011730
featherbrained	0000011709
brigadier general	0000003845
disagreeable	0000008875
banner headline	0000002369
indefatigable	0000016517
bald eagle	0000002258
haberdashery	0000014517
harebrained	0000014781
weatherboard	0000036315
threadbare	0000033390
Baudelaire	0000002564
skateboarder	0000030073
expandable	0000011219
unreadable	0000035128
readable	0000026725
embarrassed	0000010401
affordable	0000000514
indefatigably	0000016517-001
Bank of England	0000002362
dogs breakfast	0000009351
half-baked	0000014585
body language	0000003400
Bangladesh	0000002341
learning disability	0000018500
apartment building	0000001313
skateboarding	0000030074
gabardine	0000013194
board game	0000003356
bandage	0000002321
hairs breadth	0000014569
hairbreadth	0000014553
third baseman	0000033339
brain death	0000003696
handbrake	0000014654
handlebars	0000014673
unabashed	0000034593
abashed	0000000017
disembarkation	0000008983
inadvisable	0000016354
readability	0000026724
admirable	0000000374
national debt	0000021518
unavoidable	0000034633
avoidable	0000002050
adverbial	0000000434
advisable	0000000449
Saint Bernard	0000028365
pita bread	0000024524
bastardize	0000002513
adjustable	0000000362
laundry basket	0000018406
skateboard	0000030072
daybreak	0000007935
tableland	0000032646
laudable	0000018391
damnable	0000007833
unpardonable	0000035086
pardonable	0000023515
plasterboard	0000024619
adorable	0000000400
razor blade	0000026696
balustrade	0000002308
one-man band	0000022582
abandonment	0000000015
brand-name	0000003721
brand name	0000003720
name brand	0000021460
bandmaster	0000002327
superabundant	0000032275
banner ad	0000002368
unabated	0000034594
wave band	0000036266
pasteboard	0000023645
seaboard	0000028914
abrade	0000000079
half board	0000014586
bank draft	0000002357
Washingtons Birthday	0000036169
handbag	0000014649
law-abiding	0000018417
baking soda	0000002249
boarding pass	0000003360
big data	0000002953
bag lady	0000002226
bandwagon	0000002331
vagabond	0000035479
sandbag	0000028472
bank holiday	0000002359
busmans holiday	0000004209
biohazard	0000003031
birthday party	0000003069
handball	0000014651
hardball	0000014741
hard labor	0000014763
hatband	0000014833
advisability	0000000448
brain drain	0000003697
disapprobation	0000008884
abdominal	0000000030
admirably	0000000374-001
unavoidably	0000034633-001
sailboard	0000028356
bridal party	0000003825
barmaid	0000002430
waistband	0000036028
boardwalk	0000003363
sandbank	0000028473
ballad	0000002273
salad bowl	0000028386
lambda	0000018242
abundantly	0000000130
pardonably	0000023515-001
sandblast	0000028475
Labrador	0000018192
Labor Day	0000018183
bandsman	0000002329
armband	0000001568
mortarboard	0000021083
abandon	0000000013
abundant	0000000129
Pandoras box	0000023381
barnyard	0000002437
sandbar	0000028474
abroad	0000000087
aboard	0000000058
starboard	0000031412
Arbor Day	0000001485
bravado	0000003734
Broadway	0000003904
bastard	0000002512
Great Barrier Reef	0000014167
eager beaver	0000009991
weather-beaten	0000036314
Greek alphabet	0000014193
General Assembly	0000013442
agreeable	0000000619
maneuverable	0000019700
reasonableness	0000026794-001
repeatable	0000027342
Water Bearer	0000036206
English breakfast	0000010606
battle fatigue	0000002558
movable feast	0000021210
transferable	0000034027
heartbreaking	0000014986
operating table	0000022706
breakage	0000003764
assemblage	0000001733
agreeably	0000000620
Great Bear	0000014168
rehabilitate	0000027135
Elizabethan	0000010354
alphabetize	0000000872
unshakeable	0000035186
heartbreak	0000014985
Breathalyzer	0000003789
breathalyze	0000003788
heartbeat	0000014984
Iberian Peninsula	0000015965
inalienable	0000016355
realizable	0000026759
immeasurable	0000016154
inseparable	0000016928
repairable	0000027329
irreparable	0000017424
brainteaser	0000003703
jawbreaker	0000017607
unremarkable	0000035144
remarkable	0000027239
marketable	0000019833
unspeakable	0000035198
lawbreaker	0000018419
bear market	0000002622
breakwater	0000003778
tea break	0000032905
wastebasket	0000036182
malleable	0000019650
lamentable	0000018249
unalterable	0000034609
elaborately	0000010248
pallbearer	0000023329
pleasurable	0000024692
saleable	0000028397
amenable	0000000955
table manners	0000032648
manoeuvrable	0000019700	0000019747
measurable	0000020110
stablemate	0000031320
unreasonable	0000035131
unseasonable	0000035176
urban renewal	0000035375
unanswerable	0000034616
reasonable	0000026794
treasonable	0000034124
seasonable	0000028962
answerable	0000001199
pleasure boat	0000024694
elaborate	0000010246	0000010247
separable	0000029292
breastplate	0000003783
